abilities,detailPageURL,weight,weakness,height,collectibles_slug,featured,name,ThumbnailAltText,ThumbnailImage,slug,type
Wonder Guard,/us/pokedex/shedinja,2.6,Dark,31,shedinja,true,Shedinja,Shedinja,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/292.png,shedinja,bug
Soundproof,/us/pokedex/whismur,35.9,Fighting,24,whismur,true,Whismur,Whismur,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/293.png,whismur,normal
Soundproof,/us/pokedex/loudred,89.3,Fighting,39,loudred,true,Loudred,Loudred,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/294.png,loudred,normal
Soundproof,/us/pokedex/exploud,185.2,Fighting,59,exploud,true,Exploud,Exploud,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/295.png,exploud,normal
Guts,/us/pokedex/makuhita,190.5,Flying,39,makuhita,true,Makuhita,Makuhita,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/296.png,makuhita,fighting
Guts,/us/pokedex/hariyama,559.5,Flying,91,hariyama,true,Hariyama,Hariyama,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/297.png,hariyama,fighting
Huge Power,/us/pokedex/azurill,4.4,Steel,8,azurill,true,Azurill,Azurill,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/298.png,azurill,normal
Magnet Pull,/us/pokedex/nosepass,213.8,Fighting,39,nosepass,true,Nosepass,Nosepass,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/299.png,nosepass,rock
Cute Charm,/us/pokedex/skitty,24.3,Fighting,24,skitty,true,Skitty,Skitty,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/300.png,skitty,normal
Cute Charm,/us/pokedex/delcatty,71.9,Fighting,43,delcatty,true,Delcatty,Delcatty,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/301.png,delcatty,normal
Magic Bounce,/us/pokedex/sableye,354.9,Fairy,20,sableye,true,Sableye,Sableye,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png,sableye,dark
Keen Eye,/us/pokedex/sableye,24.3,Fairy,20,sableye,true,Sableye,Sableye,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/302.png,sableye,dark
Huge Power,/us/pokedex/mawile,51.8,Fire,39,mawile,true,Mawile,Mawile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png,mawile,steel
Hyper Cutter,/us/pokedex/mawile,25.4,Fire,24,mawile,true,Mawile,Mawile,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/303.png,mawile,steel
Rock Head,/us/pokedex/aron,132.3,Fighting,16,aron,true,Aron,Aron,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/304.png,aron,steel
Rock Head,/us/pokedex/lairon,264.6,Fighting,35,lairon,true,Lairon,Lairon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/305.png,lairon,steel
Filter,/us/pokedex/aggron,870.8,Fire,87,aggron,true,Aggron,Aggron,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png,aggron,steel
Rock Head,/us/pokedex/aggron,793.7,Fighting,83,aggron,true,Aggron,Aggron,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/306.png,aggron,steel
Pure Power,/us/pokedex/meditite,24.7,Flying,24,meditite,true,Meditite,Meditite,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/307.png,meditite,fighting
Pure Power,/us/pokedex/medicham,69.4,Ghost,51,medicham,true,Medicham,Medicham,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png,medicham,fighting
Pure Power,/us/pokedex/medicham,69.4,Flying,51,medicham,true,Medicham,Medicham,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/308.png,medicham,fighting
Lightning Rod,/us/pokedex/electrike,33.5,Ground,24,electrike,true,Electrike,Electrike,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/309.png,electrike,electric
Intimidate,/us/pokedex/manectric,97,Ground,71,manectric,true,Manectric,Manectric,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png,manectric,electric
Lightning Rod,/us/pokedex/manectric,88.6,Ground,59,manectric,true,Manectric,Manectric,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/310.png,manectric,electric
Plus,/us/pokedex/plusle,9.3,Ground,16,plusle,true,Plusle,Plusle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/311.png,plusle,electric
Minus,/us/pokedex/minun,9.3,Ground,16,minun,true,Minun,Minun,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/312.png,minun,electric
Illuminate,/us/pokedex/volbeat,39,Fire,28,volbeat,true,Volbeat,Volbeat,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/313.png,volbeat,bug
Oblivious,/us/pokedex/illumise,39,Fire,24,illumise,true,Illumise,Illumise,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/314.png,illumise,bug
Natural Cure,/us/pokedex/roselia,4.4,Fire,12,roselia,true,Roselia,Roselia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/315.png,roselia,grass
Liquid Ooze,/us/pokedex/gulpin,22.7,Ground,16,gulpin,true,Gulpin,Gulpin,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/316.png,gulpin,poison
Liquid Ooze,/us/pokedex/swalot,176.4,Ground,67,swalot,true,Swalot,Swalot,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/317.png,swalot,poison
Rough Skin,/us/pokedex/carvanha,45.9,Bug,31,carvanha,true,Carvanha,Carvanha,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/318.png,carvanha,water
Strong Jaw,/us/pokedex/sharpedo,287.3,Fairy,98,sharpedo,true,Sharpedo,Sharpedo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png,sharpedo,water
Rough Skin,/us/pokedex/sharpedo,195.8,Bug,71,sharpedo,true,Sharpedo,Sharpedo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/319.png,sharpedo,water
Oblivious,/us/pokedex/wailmer,286.6,Electric,79,wailmer,true,Wailmer,Wailmer,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/320.png,wailmer,water
Oblivious,/us/pokedex/wailord,877.4,Electric,571,wailord,true,Wailord,Wailord,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/321.png,wailord,water
Oblivious,/us/pokedex/numel,52.9,Water,28,numel,true,Numel,Numel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/322.png,numel,fire
Sheer Force,/us/pokedex/camerupt,706.6,Water,98,camerupt,true,Camerupt,Camerupt,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png,camerupt,fire
Magma Armor,/us/pokedex/camerupt,485,Water,75,camerupt,true,Camerupt,Camerupt,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/323.png,camerupt,fire
White Smoke,/us/pokedex/torkoal,177.2,Ground,20,torkoal,true,Torkoal,Torkoal,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/324.png,torkoal,fire
Own Tempo,/us/pokedex/spoink,67.5,Bug,28,spoink,true,Spoink,Spoink,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/325.png,spoink,psychic
Own Tempo,/us/pokedex/grumpig,157.6,Bug,35,grumpig,true,Grumpig,Grumpig,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/326.png,grumpig,psychic
Own Tempo,/us/pokedex/spinda,11,Fighting,43,spinda,true,Spinda,Spinda,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/327.png,spinda,normal
Arena Trap,/us/pokedex/trapinch,33.1,Grass,28,trapinch,true,Trapinch,Trapinch,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/328.png,trapinch,ground
Levitate,/us/pokedex/vibrava,33.7,Ice,43,vibrava,true,Vibrava,Vibrava,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/329.png,vibrava,ground
Levitate,/us/pokedex/flygon,180.8,Ice,79,flygon,true,Flygon,Flygon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/330.png,flygon,ground
Sand Veil,/us/pokedex/cacnea,113.1,Bug,16,cacnea,true,Cacnea,Cacnea,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/331.png,cacnea,grass
Sand Veil,/us/pokedex/cacturne,170.6,Bug,51,cacturne,true,Cacturne,Cacturne,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/332.png,cacturne,grass
Natural Cure,/us/pokedex/swablu,2.6,Electric,16,swablu,true,Swablu,Swablu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/333.png,swablu,normal
Pixilate,/us/pokedex/altaria,45.4,Steel,59,altaria,true,Altaria,Altaria,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png,altaria,dragon
Natural Cure,/us/pokedex/altaria,45.4,Ice,43,altaria,true,Altaria,Altaria,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/334.png,altaria,dragon
Immunity,/us/pokedex/zangoose,88.8,Fighting,51,zangoose,true,Zangoose,Zangoose,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/335.png,zangoose,normal
Shed Skin,/us/pokedex/seviper,115.7,Ground,106,seviper,true,Seviper,Seviper,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/336.png,seviper,poison
Levitate,/us/pokedex/lunatone,370.4,Bug,39,lunatone,true,Lunatone,Lunatone,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/337.png,lunatone,rock
Levitate,/us/pokedex/solrock,339.5,Bug,47,solrock,true,Solrock,Solrock,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/338.png,solrock,rock
Anticipation,/us/pokedex/barboach,4.2,Grass,16,barboach,true,Barboach,Barboach,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/339.png,barboach,water
Anticipation,/us/pokedex/whiscash,52,Grass,35,whiscash,true,Whiscash,Whiscash,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/340.png,whiscash,water
Hyper Cutter,/us/pokedex/corphish,25.4,Electric,24,corphish,true,Corphish,Corphish,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/341.png,corphish,water
Hyper Cutter,/us/pokedex/crawdaunt,72.3,Bug,43,crawdaunt,true,Crawdaunt,Crawdaunt,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/342.png,crawdaunt,water
Levitate,/us/pokedex/baltoy,47.4,Bug,20,baltoy,true,Baltoy,Baltoy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/343.png,baltoy,ground
Levitate,/us/pokedex/claydol,238.1,Bug,59,claydol,true,Claydol,Claydol,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/344.png,claydol,ground
Suction Cups,/us/pokedex/lileep,52.5,Bug,39,lileep,true,Lileep,Lileep,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/345.png,lileep,rock
Suction Cups,/us/pokedex/cradily,133.2,Bug,59,cradily,true,Cradily,Cradily,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/346.png,cradily,rock
Battle Armor,/us/pokedex/anorith,27.6,Rock,28,anorith,true,Anorith,Anorith,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/347.png,anorith,rock
Battle Armor,/us/pokedex/armaldo,150.4,Rock,59,armaldo,true,Armaldo,Armaldo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/348.png,armaldo,rock
Oblivious,/us/pokedex/feebas,16.3,Electric,24,feebas,true,Feebas,Feebas,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/349.png,feebas,water
Competitive,/us/pokedex/milotic,357.1,Electric,244,milotic,true,Milotic,Milotic,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/350.png,milotic,water
Forecast,/us/pokedex/castform,1.8,Fire,12,castform,true,Castform,Castform,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,castform,ice
Forecast,/us/pokedex/castform,1.8,Grass,12,castform,true,Castform,Castform,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,castform,water
Forecast,/us/pokedex/castform,1.8,Water,12,castform,true,Castform,Castform,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,castform,fire
Forecast,/us/pokedex/castform,1.8,Fighting,12,castform,true,Castform,Castform,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/351.png,castform,normal
Color Change,/us/pokedex/kecleon,48.5,Fighting,39,kecleon,true,Kecleon,Kecleon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/352.png,kecleon,normal
Frisk,/us/pokedex/shuppet,5.1,Dark,24,shuppet,true,Shuppet,Shuppet,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/353.png,shuppet,ghost
Prankster,/us/pokedex/banette,28.7,Ghost,47,banette,true,Banette,Banette,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png,banette,ghost
Frisk,/us/pokedex/banette,27.6,Dark,43,banette,true,Banette,Banette,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/354.png,banette,ghost
Levitate,/us/pokedex/duskull,33.1,Dark,31,duskull,true,Duskull,Duskull,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/355.png,duskull,ghost
Pressure,/us/pokedex/dusclops,67.5,Dark,63,dusclops,true,Dusclops,Dusclops,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/356.png,dusclops,ghost
Chlorophyll,/us/pokedex/tropius,220.5,Ice,79,tropius,true,Tropius,Tropius,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/357.png,tropius,grass
Levitate,/us/pokedex/chimecho,2.2,Bug,24,chimecho,true,Chimecho,Chimecho,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/358.png,chimecho,psychic
Magic Bounce,/us/pokedex/absol,108,Fairy,47,absol,true,Absol,Absol,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png,absol,dark
Pressure,/us/pokedex/absol,103.6,Fighting,47,absol,true,Absol,Absol,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/359.png,absol,dark
Shadow Tag,/us/pokedex/wynaut,30.9,Bug,24,wynaut,true,Wynaut,Wynaut,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/360.png,wynaut,psychic
Ice Body,/us/pokedex/snorunt,37,Fire,28,snorunt,true,Snorunt,Snorunt,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/361.png,snorunt,ice
Refrigerate,/us/pokedex/glalie,772.1,Fire,83,glalie,true,Glalie,Glalie,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png,glalie,ice
Ice Body,/us/pokedex/glalie,565.5,Fire,59,glalie,true,Glalie,Glalie,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/362.png,glalie,ice
Ice Body,/us/pokedex/spheal,87.1,Electric,31,spheal,true,Spheal,Spheal,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/363.png,spheal,ice
Ice Body,/us/pokedex/sealeo,193.1,Electric,43,sealeo,true,Sealeo,Sealeo,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/364.png,sealeo,ice
Ice Body,/us/pokedex/walrein,332,Electric,55,walrein,true,Walrein,Walrein,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/365.png,walrein,ice
Shell Armor,/us/pokedex/clamperl,115.7,Electric,16,clamperl,true,Clamperl,Clamperl,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/366.png,clamperl,water
Swift Swim,/us/pokedex/huntail,59.5,Electric,67,huntail,true,Huntail,Huntail,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/367.png,huntail,water
Swift Swim,/us/pokedex/gorebyss,49.8,Electric,71,gorebyss,true,Gorebyss,Gorebyss,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/368.png,gorebyss,water
Rock Head,/us/pokedex/relicanth,51.6,Grass,39,relicanth,true,Relicanth,Relicanth,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/369.png,relicanth,water
Swift Swim,/us/pokedex/luvdisc,19.2,Electric,24,luvdisc,true,Luvdisc,Luvdisc,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/370.png,luvdisc,water
Rock Head,/us/pokedex/bagon,92.8,Dragon,24,bagon,true,Bagon,Bagon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/371.png,bagon,dragon
Rock Head,/us/pokedex/shelgon,243.6,Dragon,43,shelgon,true,Shelgon,Shelgon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/372.png,shelgon,dragon
Aerilate,/us/pokedex/salamence,248.2,Fairy,71,salamence,true,Salamence,Salamence,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png,salamence,dragon
Intimidate,/us/pokedex/salamence,226.2,Ice,59,salamence,true,Salamence,Salamence,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/373.png,salamence,dragon
Clear Body,/us/pokedex/beldum,209.9,Fire,24,beldum,true,Beldum,Beldum,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/374.png,beldum,steel
Clear Body,/us/pokedex/metang,446.4,Fire,47,metang,true,Metang,Metang,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/375.png,metang,steel
Tough Claws,/us/pokedex/metagross,2078.7,Ghost,98,metagross,true,Metagross,Metagross,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png,metagross,steel
Clear Body,/us/pokedex/metagross,1212.5,Fire,63,metagross,true,Metagross,Metagross,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/376.png,metagross,steel
Clear Body,/us/pokedex/regirock,507.1,Fighting,67,regirock,true,Regirock,Regirock,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/377.png,regirock,rock
Clear Body,/us/pokedex/regice,385.8,Fire,71,regice,true,Regice,Regice,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/378.png,regice,ice
Clear Body,/us/pokedex/registeel,451.9,Fighting,75,registeel,true,Registeel,Registeel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/379.png,registeel,steel
Levitate,/us/pokedex/latias,114.6,Ghost,71,latias,true,Latias,Latias,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png,latias,dragon
Levitate,/us/pokedex/latias,88.2,Bug,55,latias,true,Latias,Latias,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/380.png,latias,dragon
Levitate,/us/pokedex/latios,154.3,Ghost,91,latios,true,Latios,Latios,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png,latios,dragon
Levitate,/us/pokedex/latios,132.3,Bug,79,latios,true,Latios,Latios,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/381.png,latios,dragon
Primordial Sea,/us/pokedex/kyogre,948,Grass,386,kyogre,true,Kyogre,Kyogre,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png,kyogre,water
Drizzle,/us/pokedex/kyogre,776,Electric,177,kyogre,true,Kyogre,Kyogre,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/382.png,kyogre,water
Desolate Land,/us/pokedex/groudon,2204,Water,197,groudon,true,Groudon,Groudon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png,groudon,ground
Drought,/us/pokedex/groudon,2094.4,Grass,138,groudon,true,Groudon,Groudon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/383.png,groudon,ground
Delta Stream,/us/pokedex/rayquaza,864.2,Fairy,425,rayquaza,true,Rayquaza,Rayquaza,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png,rayquaza,dragon
Air Lock,/us/pokedex/rayquaza,455.2,Ice,276,rayquaza,true,Rayquaza,Rayquaza,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/384.png,rayquaza,dragon
Serene Grace,/us/pokedex/jirachi,2.4,Fire,12,jirachi,true,Jirachi,Jirachi,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/385.png,jirachi,steel
Pressure,/us/pokedex/deoxys,134,Bug,67,deoxys,true,Deoxys,Deoxys,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,deoxys,psychic
Pressure,/us/pokedex/deoxys,134,Bug,67,deoxys,true,Deoxys,Deoxys,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,deoxys,psychic
Pressure,/us/pokedex/deoxys,134,Bug,67,deoxys,true,Deoxys,Deoxys,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,deoxys,psychic
Pressure,/us/pokedex/deoxys,134,Bug,67,deoxys,true,Deoxys,Deoxys,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/386.png,deoxys,psychic
Overgrow,/us/pokedex/turtwig,22.5,Bug,16,turtwig,true,Turtwig,Turtwig,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/387.png,turtwig,grass
Overgrow,/us/pokedex/grotle,213.8,Bug,43,grotle,true,Grotle,Grotle,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/388.png,grotle,grass
Overgrow,/us/pokedex/torterra,683.4,Ice,87,torterra,true,Torterra,Torterra,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/389.png,torterra,grass
Blaze,/us/pokedex/chimchar,13.7,Ground,20,chimchar,true,Chimchar,Chimchar,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/390.png,chimchar,fire
Blaze,/us/pokedex/monferno,48.5,Flying,35,monferno,true,Monferno,Monferno,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/391.png,monferno,fire
Blaze,/us/pokedex/infernape,121.3,Flying,47,infernape,true,Infernape,Infernape,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/392.png,infernape,fire
Torrent,/us/pokedex/piplup,11.5,Electric,16,piplup,true,Piplup,Piplup,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/393.png,piplup,water
Torrent,/us/pokedex/prinplup,50.7,Electric,31,prinplup,true,Prinplup,Prinplup,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/394.png,prinplup,water
Torrent,/us/pokedex/empoleon,186.3,Electric,67,empoleon,true,Empoleon,Empoleon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/395.png,empoleon,water
Keen Eye,/us/pokedex/starly,4.4,Electric,12,starly,true,Starly,Starly,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/396.png,starly,normal
Intimidate,/us/pokedex/staravia,34.2,Electric,24,staravia,true,Staravia,Staravia,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/397.png,staravia,normal
Intimidate,/us/pokedex/staraptor,54.9,Electric,47,staraptor,true,Staraptor,Staraptor,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/398.png,staraptor,normal
Simple,/us/pokedex/bidoof,44.1,Fighting,20,bidoof,true,Bidoof,Bidoof,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/399.png,bidoof,normal
Simple,/us/pokedex/bibarel,69.4,Electric,39,bibarel,true,Bibarel,Bibarel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/400.png,bibarel,normal
Shed Skin,/us/pokedex/kricketot,4.9,Fire,12,kricketot,true,Kricketot,Kricketot,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/401.png,kricketot,bug
Swarm,/us/pokedex/kricketune,56.2,Fire,39,kricketune,true,Kricketune,Kricketune,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/402.png,kricketune,bug
Intimidate,/us/pokedex/shinx,20.9,Ground,20,shinx,true,Shinx,Shinx,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/403.png,shinx,electric
Intimidate,/us/pokedex/luxio,67.2,Ground,35,luxio,true,Luxio,Luxio,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/404.png,luxio,electric
Intimidate,/us/pokedex/luxray,92.6,Ground,55,luxray,true,Luxray,Luxray,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/405.png,luxray,electric
Natural Cure,/us/pokedex/budew,2.6,Fire,8,budew,true,Budew,Budew,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/406.png,budew,grass
Natural Cure,/us/pokedex/roserade,32,Fire,35,roserade,true,Roserade,Roserade,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/407.png,roserade,grass
Mold Breaker,/us/pokedex/cranidos,69.4,Fighting,35,cranidos,true,Cranidos,Cranidos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/408.png,cranidos,rock
Mold Breaker,/us/pokedex/rampardos,226,Fighting,63,rampardos,true,Rampardos,Rampardos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/409.png,rampardos,rock
Sturdy,/us/pokedex/shieldon,125.7,Fighting,20,shieldon,true,Shieldon,Shieldon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/410.png,shieldon,rock
Sturdy,/us/pokedex/bastiodon,329.6,Fighting,51,bastiodon,true,Bastiodon,Bastiodon,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/411.png,bastiodon,rock
Shed Skin,/us/pokedex/burmy,7.5,Fire,8,burmy,true,Burmy,Burmy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,burmy,bug
Shed Skin,/us/pokedex/burmy,7.5,Fire,8,burmy,true,Burmy,Burmy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,burmy,bug
Shed Skin,/us/pokedex/burmy,7.5,Fire,8,burmy,true,Burmy,Burmy,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/412.png,burmy,bug
Anticipation,/us/pokedex/wormadam,14.3,Fire,20,wormadam,true,Wormadam,Wormadam,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,wormadam,bug
Anticipation,/us/pokedex/wormadam,14.3,Fire,20,wormadam,true,Wormadam,Wormadam,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,wormadam,bug
Anticipation,/us/pokedex/wormadam,14.3,Fire,20,wormadam,true,Wormadam,Wormadam,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/413.png,wormadam,bug
Swarm,/us/pokedex/mothim,51.4,Rock,35,mothim,true,Mothim,Mothim,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/414.png,mothim,bug
Honey Gather,/us/pokedex/combee,12.1,Rock,12,combee,true,Combee,Combee,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/415.png,combee,bug
Pressure,/us/pokedex/vespiquen,84.9,Rock,47,vespiquen,true,Vespiquen,Vespiquen,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/416.png,vespiquen,bug
Pickup,/us/pokedex/pachirisu,8.6,Ground,16,pachirisu,true,Pachirisu,Pachirisu,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/417.png,pachirisu,electric
Swift Swim,/us/pokedex/buizel,65,Electric,28,buizel,true,Buizel,Buizel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/418.png,buizel,water
Swift Swim,/us/pokedex/floatzel,73.9,Electric,43,floatzel,true,Floatzel,Floatzel,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/419.png,floatzel,water
Chlorophyll,/us/pokedex/cherubi,7.3,Bug,16,cherubi,true,Cherubi,Cherubi,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/420.png,cherubi,grass
Flower Gift,/us/pokedex/cherrim,20.5,Fire,20,cherrim,true,Cherrim,Cherrim,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png,cherrim,grass
Flower Gift,/us/pokedex/cherrim,20.5,Bug,20,cherrim,true,Cherrim,Cherrim,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/421.png,cherrim,grass
Sticky Hold,/us/pokedex/shellos,13.9,Grass,12,shellos,true,Shellos,Shellos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png,shellos,water
Sticky Hold,/us/pokedex/shellos,13.9,Electric,12,shellos,true,Shellos,Shellos,http://assets.pokemon.com/assets/cms2/img/pokedex/detail/422.png,shellos,water
